Milepoint,elevation_feet,DataPoint,Section,State_Prefix,State
2023.5,6400,Reach a saddle,F5,,Oregon
2024.4,6240,Unsigned trail to emerald Carl Lake,F5,,Oregon
2026.1,6240,Small grassy meadow water in pond,F5,,Oregon
2026.5,6340,Escarpment where Mt. Jefferson towers above,F5,,Oregon
2027.2,6130,Unsigned trail climbs back to divide,F5,,Oregon
2027.7,5910,Start of Pamelia Lake alternate route reach a saddle,F5,,Oregon
2029.5,5910,West shore of placid Shale Lake,F5,,Oregon
2034,4320,End of Pamelia Lake alternate route junction with old OST,F5,,Oregon
2034.2,4320,Cross Milk Creek,F5,,Oregon
2035.8,5040,Woodpecker Trail 3442,F6,,Oregon
2038.6,5520,Russell Creek,F6,,Oregon
2039.2,5640,Jefferson Park Trail 3429,F6,,Oregon
2039.6,5680,Ford Whitewater Creek,F6,,Oregon
2040.1,5860,Spur to Scout Lake,F6,,Oregon
2040.4,5930,Spur trail to Scout and Bays lakes,F6,,Oregon
2040.9,5870,Junction with South Breitenbush Trail 3375,F6,,Oregon
2041,5840,Cross South Fork Breitenbush River,F6,,Oregon
2043,6920,Viewpoint,F6,,Oregon
2045.1,6150,Low saddle,F7,,Oregon
2046.7,5500,Skyline Road 42 (4220) near Breitenbush Lake,F7,,Oregon
2047.2,5750,East shore of a shallow lake,F7,,Oregon
2048.2,5510,Junction with old OST route now Gibson Trail 708,F7,,Oregon
2048.3,5520,Horseshoe Saddle Trail 712,F7,,Oregon
2048.6,5600,Ruddy Hill Trail 714,F7,,Oregon
2049.8,5660,Many Lakes Viewpoint,F7,,Oregon
2050.7,5380,Upper Lake very good campsite,F7,,Oregon
2051.1,5350,Cigar Lake,F7,,Oregon
2051.5,5280,Junction to Fork Lake,F7,,Oregon
2052.4,5180,Small triangular semiclear lake,F7,,Oregon
2053.1,4950,Head Lake,F7,,Oregon
2053.2,4990,Skyline Road 4200 near Olallie Lake Resort,F7,,Oregon
2055.4,4680,Olallie Butte Trail 720,F7,,Oregon
2056.4,4570,Junction with old OST now known as Lodgepole Trail 706,F8,,Oregon
2056.7,4550,Russ Lake Trail 716,F8,,Oregon
2056.9,4600,Jude Lake,F8,,Oregon
2062.9,4360,Lemiti Creek,F8,,Oregon
2063.4,4400,Junction to Trooper Springs,F8,,Oregon
2066.2,5000,Chinquapin Viewpoint,F8,,Oregon
2067,4980,Cross a saddle,F9,,Oregon
2068.4,4640,Spur trail to view north of Mt. Hood,F9,,Oregon
2071.7,3860,Spur trail to a seeping spring,F9,,Oregon
2074,3300,Cross Warm Springs River,F10,,Oregon
2074.4,3450,Spur trail to a another spring,F10,,Oregon
2075.4,3720,Junction with Road 4245,F10,,Oregon
2077.1,4230,East slope of Summit Butte,F10,,Oregon
2078.5,4120,Unseen Red Wolf Pass,F10,,Oregon
2079.3,3990,Reach a jeep road,F10,,Oregon
2080.6,3580,Close Road S549,F10,,Oregon
2082.5,3400,Junction with Miller Trail 534 to Clackamas Lake Campground,F11,,Oregon
2083.2,3350,Oak Grove Fork Clackamas River,F11,,Oregon
2083.4,3370,Skyline Road 42,F11,,Oregon
2084.8,3320,Timothy Trail 528,F11,,Oregon
2089.1,3220,Crater Creek,F11,,Oregon
2089.3,3230,Little Crater Lake Trail 500,F11,,Oregon
2090.9,3360,Road 5890,F11,,Oregon
2092.3,3860,Abbot Road 58,F12,,Oregon
2093.1,3880,Linney Creek Road 240,F12,,Oregon
2093.3,3910,Pass a small campsite with seeping spring,F12,,Oregon
2093.8,4010,Climb north to a saddle,F12,,Oregon
2097.3,3910,U.S. Highway 26 at Wapinitia Pass,F13,,Oregon
2098.5,4360,Switchback north to a near-crest junction to Twin Lakes trail,F13,,Oregon
2099.6,4450,Traverse north to a broad saddle,F14,,Oregon
2100.1,4500,Reunion with the loop trail,F14,,Oregon
2100.6,4550,Palmateer View Trail 482,F14,,Oregon
2102.1,4157,Old section of Highway 35 at Barlow Pass,F14,,Oregon
2102.3,4155,Cross new section of Highway 35 near Barlow Pass,F14,,Oregon
2105,4870,Gully with a campsite,G1,,Oregon
2105.9,5340,Join the Timberline Trail 600,G1,,Oregon
2106.7,5790,White River Buried Forest Overlook,G1,,Oregon
2107,5900,Cross upper Salmon River,G1,,Oregon
2107.2,5960,Spur trail to Timberline Lodge,G1,,Oregon
2107.3,5940,Timberline Lodge,G1,,Oregon
2107.5,5980,Past a microwave tower,G1,,Oregon
2108.4,5760,Cross Little Zigzag creek,G1,,Oregon
2108.8,5680,Hidden Lake Trail 779,G1,,Oregon
2110.1,4890,Cross silty Zigzag River,G1,,Oregon
2110.5,5140,PCT splits to two routes,G1,,Oregon
2111.1,5740,Meet Paradise Park Trail 778,G1,,Oregon
2111.3,5720,Lost Creek,G1,,Oregon
2111.4,5730,Paradise Park Shelter,G1,,Oregon
2112.5,5400,Meet PCT horse trail,G2,,Oregon
2115.5,3400,Scout Camp after Sandy River,G2,,Oregon
2115.8,3270,Flat bench suitable for camping,G3,,Oregon
2115.9,3320,Ramona Falls Loop Trail 797,G3,,Oregon
2116.3,3460,Ramona Falls,G3,,Oregon
2116.9,4000,Yocum Ridge Trail 771,G3,,Oregon
2118.9,4100,Cluster of small campsites,G3,,Oregon
2119.3,4060,Spur trail to a campsite,G3,,Oregon
2121.6,4270,Junction with the old OST leave the Timberline Trail,G3,,Oregon
2123,4200,Crests end,G3,,Oregon
2124.4,3420,Lolo Pass Road 18 at Lolo Pass,G4,,Oregon
2124.8,3520,Trickling creek,G4,,Oregon
2128.7,4020,Junction with Huckleberry Mountain Trail 617 to Salvation Spring Camp,G4,,Oregon
2129.9,4340,PreachersDevils saddle,G4,,Oregon
2131.5,4250,Descend west to a notch,G4,,Oregon
2132,4500,Buck Peak Trail 615,G4,,Oregon
2132.4,4340,Discover a small spring,G4,,Oregon
2132.7,4230,Beach the ridge again,G5,,Oregon
2134.9,4190,Reach abandoned OST,G5,,Oregon
2135,4240,Larch Mountain Road 2030,G5,,Oregon
2136.6,4400,Spur of Indian Mountain with view of Mts. St. HelensHelens Rainier Adams,G5,,Oregon
2136.9,4300,Indian Springs Campground,G5,,Oregon
2139.5,3750,Junction with Eagle Creek Trail 440 to Wahtum Lake,G5,,Oregon
2139.7,3750,Lateral trail to Wahtum Lake Campground,G5,,Oregon
2141.5,4270,Chinidere Mountain Trail,G5,,Oregon
2142.1,4140,Saddle to a viewpoint,G5,,Oregon
2143.5,3830,Second saddle,G6,,Oregon
2144.3,3810,Camp Smokey saddle third saddle,G6,,Oregon
2144.8,4100,Benson Way Trail 405B,G6,,Oregon
2145.7,4110,Ruckel Creek Trail 405,G7,,Oregon
2146.4,3980,Benson Ruckel Trail,G7,,Oregon
2147.1,3760,Second Benson Way Trail 405B,G7,,Oregon
2147.7,3680,Another waterless campsite,G7,,Oregon
2148,3360,Teakettle Spring,G7,,Oregon
2151,1120,Junction to Columbia Gorge Work Center lateral trail to Herman Creek,G7,,Oregon
2151.5,960,Cross a creek,G7,,Oregon
2153.3,720,Misnamed Dry Creek camping possible,G7,,Oregon
2154,680,Power-line road,G7,,Oregon
2155,240,SE Undine Street,G7,,Oregon
2155.1,200,Bridge of the Gods east end,G7,,Oregon
2155.6,200,Bridge of the Gods west end,H1,,Washington
2155.8,150,PCT trailhead,H1,,Washington
2156.6,140,Cross a paved road,H1,,Washington
2157,250,Climb to a ridge meet Tamehnous Trail 25,H1,,Washington
2159.1,410,Beach a utility road,H1,,Washington
2159.4,280,Junction to Gillette Lake,H1,,Washington
2160.3,510,Bridge across Greenleaf Creek,H2,,Washington
2162.2,1100,Low ridgecrest,H2,,Washington
2162.8,1300,Cross a road,H2,,Washington
2163.1,1600,Recross road,H2,,Washington
2164,1970,Southwest up to a larger ridge,H2,,Washington
2165.3,2480,Viewpoint spring near Table Mtn.,H2,,Washington
2166.1,2790,Nearby road,H2,,Washington
2166.6,3120,Ridge above a powerline saddle,H2,,Washington
2167.3,3400,Climb to a saddle and cross it first view of Three Corner Rock,H2,,Washington
2167.6,3370,Come to a seep may be dry,H2,,Washington
2168.9,3020,Crestline road,H2,,Washington
2170.9,3320,Spur trail to Three Corner Rock water trough has a leak,H3,,Washington
2172.8,2360,Viewless saddle by Road 2090,H3,,Washington
2173.3,1980,Crest gap,H4,,Washington
2175.1,1720,Road 2000,H4,,Washington
2175.9,1420,Rock Creek,H4,,Washington
2176.3,1470,Snag Creek,H4,,Washington
2176.6,1450,Road 2070,H4,,Washington
2178.4,2080,Seasonal creeklet,H4,,Washington
2180.2,3080,South-trending ridge,H4,,Washington
2180.9,2985,Second saddle almost touch Road 41,H4,,Washington
2181.7,2950,Cross Sunset-Hemlock Road 41,H4,,Washington
2182.7,2550,Forest to main ridge,H4,,Washington
2183.4,2150,Northeast down to a viewless saddle,H4,,Washington
2185.4,1210,Cross a wide splashing tributary of Trout Creek,H4,,Washington
2185.7,1180,Cross Road 43 alongside Trout creek,H5,,Washington
2186.5,1120,Southeast to Road 417,H5,,Washington
2186.6,1120,Junction to Wind River Ranger Station,H5,,Washington
2187.1,1210,Bunker Hill Trail,H5,,Washington
2187.8,1250,Cross a crest,H5,,Washington
2188.6,940,Little Soda Springs Road 54,H5,,Washington
2188.9,940,Cross Wind River,H5,,Washington
2189.1,1020,Wind River Road,H5,,Washington
2189.9,1180,Cross Road 6517,H5,,Washington
2191.1,930,Down to Panther Creek Road 65,H5,,Washington
2191.3,900,Panther Creek,H5,,Washington
2193.4,2100,Westernmost end of a ridge,H6,,Washington
2194.5,2300,Saddle where a good dirt road starts,H6,,Washington
2195.8,2810,Junction with Road 68,H6,,Washington
2197.5,3214,Descend to a broad open saddle,H6,,Washington
2198.6,3550,Junction to Cedar Creek about 350 feet drop,H7,,Washington
2199.6,4000,Junction with the old Cascade Crest Trail,H7,,Washington
2199.7,4010,Junction with the Big Huckleberry Mountain summit trail,H7,,Washington
2201,3730,Second saddle,H7,,Washington
2201.5,3550,Descend to a gully which has a reliable spring,H7,,Washington
2202.3,3580,Beach a viewless broad saddle,H7,,Washington
2203.1,3220,Head toward Road 6801,H7,,Washington
2206.6,3490,Road 60 back of Crest Campground,H8,,Washington
2208.5,4020,Duck pond named as Sheep Lake,H8,,Washington
2209.6,4250,Green Lake,H8,,Washington
2210,4240,Junction with Shortcut trail 171 A,H8,,Washington
2212.9,4730,Switchback to a saddle,H8,,Washington
2213.8,4640,Outlet creek of Lake Sebago,H8,,Washington
2214,4630,Blue Lake,H8,,Washington
2215.9,4730,Junction with East Crater Trail 48w,H9,,Washington
2216,4730,Meet Lemel Lake Ti-all 33A,H9,,Washington
2217,4790,Bear Lake Elk Lake Trail 176,H9,,Washington
2217.4,4830,Slope above east end of Deer Lake,H9,,Washington
2217.5,4880,Indian Heaver Trail 33,H9,,Washington
2218.6,4980,Placid Lake Trail 29,H9,,Washington
2219.1,5110,Second saddle to a- campsite,H9,,Washington
2219.5,5150,West end of Cultus Creek Trail 108,H9,,Washington
2220.7,4850,Junction to Sawtooth Mountain South end,H9,,Washington
2222.1,4570,Junction to Sawtooth Mountain north end,H9,,Washington
2223.3,4260,Cross Road 24,H9,,Washington
2224.7,4070,Descend to a saddle,H10,,Washington
2227.2,3915,Road 8851,H10,,Washington
2227.3,3900,Outlet of Big Mosquito Lake,H10,,Washington
2229.7,4090,Cross a dirt road,H10,,Washington
2230.1,3980,Steamboat Lake spur trail,H10,,Washington
2230.9,3970,End of the alternate trail climbs to Steamboat Lake Campground,H11,,Washington
2232.1,3470,Junction with Road 88,H11,,Washington
2232.5,3310,Trout Lake Creek,H11,,Washington
2234.6,4140,Road 8810,H12,,Washington
2235.2,4570,Reach the crest,H12,,Washington
2237.9,3854,Road 23 trailhead at Road 8810,H12,,Washington
2238.8,4020,Road 521,H12,,Washington
2239.1,4020,Swampy Creek,H12,,Washington
2241.5,4900,Spring 100 yards past White Salmon River,H12,,Washington
2244,5790,Junction with Stagman Ridge Trail 12,H13,,Washington
2244.5,5900,Junction with Round the Mountain Trail 9,H13,,Washington
2247.7,5950,Traverse to a saddle east of Burnt Rock,H13,,Washington
2248,5768,Sheep Lake,H13,,Washington
2248.2,5770,Cross Riley Creek,H13,,Washington
2249.5,5900,Mutton Creek,H13,,Washington
2250.8,6060,Cross Lewis River,H13,,Washington
2251.1,6020,Junction with Divide Camp Trail 112,H13,,Washington
2252.5,6084,Junction with Killen Creek Trail 113,H14,,Washington
2253.3,5920,Cross Killen Creek,H14,,Washington
2253.5,5900,Highline Trail 114,H14,,Washington
2253.9,5772,Readily accessible second pond first one better,H14,,Washington
2255.9,5231,Trail to junction with Highline Trail,H14,,Washington
2257.5,4740,Cross Muddy Fork,H14,,Washington
2258,4590,Westward to a very good campsite,H14,,Washington
2258.3,4520,Trailside Lava Spring,H14,,Washington
2259.9,4750,Road 5603,H14,,Washington
2261.9,4490,Fast-west road near Midway site junction with Road 115,H15,,Washington
2262,4520,Closed Road 655,H15,,Washington
2262.4,4690,Cross Midway Creek,H15,,Washington
2265.2,5070,Leave last pond,H15,,Washington
2266.8,5220,Climb to a switchback,H15,,Washington
2267.5,5450,Climb to a saddle pass two small ponds,H15,,Washington
2268.3,5600,Prominent ridgecrest,H16,,Washington
2269.7,5140,Cross a trickling creek,H16,,Washington
2270.2,5050,50-yard pond,H16,,Washington
2273.6,4960,Walupt Lake Trail 101,H17,,Washington
2277.5,5480,Walupt Creek,H17,,Washington
2278.1,5760,Sheep Lake near Nannie Ridge Trail 98,H17,,Washington
2279.5,6100,Crest saddle,H17,,Washington
2280.4,6460,Cispus Pass,H17,,Washington
2281,6130,Campsite beside easternmost tributary of Cispus River,H17,,Washington
2282.6,5930,Junction with Ti-all 86 to Bypass Camp,H17,,Washington
2283.6,6420,Trail 96 junction,H17,,Washington
2284.7,7040,Dana May Yelverton Shelter may not be safe broken,H18,,Washington
2285.7,6850,Down to crest saddle,H18,,Washington
2287,6680,Upper end of Coyote Trail 79,H18,,Washington
2287.3,6320,Bleak alpine campsites,H18,,Washington
2288.6,5820,Saddle former Cascade Crest Trail drops southeast,H18,,Washington
2289.2,5580,Almost touches a crest saddle,H18,,Washington
2289.7,5200,Junction with the old CCT,H18,,Washington
2290.3,5100,Saddle that holds Lutz Lake and small campsite,H18,,Washington
2291.3,4570,Tieton Pass,H19,,Washington
2292.8,4930,Cross east over the divide,H19,,Washington
2294.6,5520,Junction with Trail 1117 to Hidden Spring,H19,,Washington
2295.5,6040,West on a mid 80s segment,H19,,Washington
2296.7,6620,Top a narrow ridge,H19,,Washington
2299.2,5830,Junction with Chairlift Trail,H19,,Washington
2300.4,5400,Junction with Hogback Trail 1144,H19,,Washington
2300.6,5400,Ginnette Lake,H19,,Washington
2302.8,4405,U.S. Highway 12,H19,,Washington
2303,4415,Start from the parking lot,I1,,Washington
2304.1,4780,Junction with Dark Meadows Trail 1 107,I1,,Washington
2305.1,5206,Deer Lake,I1,,Washington
2305.6,5295,Sand Lake,I1,,Washington
2307.6,5520,Cortright Creek trail 57,I1,,Washington
2308.7,5081,Buesch Lake,I1,,Washington
2309.8,5180,Good picnic spot next to !Like,I1,,Washington
2310.3,5160,Cowlitz Pass,I1,,Washington
2310.5,5140,Cowlitz Ti-all 44,I1,,Washington
2312.6,4935,Snow Lake,I2,,Washington
2313.4,4900,Pothole Trail 45,I2,,Washington
2316.3,4620,Packer campsite,I2,,Washington
2317.4,4100,Bumping River ford by Bumping Lake Trail Fish Lake,I3,,Washington
2320.1,5170,Reliable drinkable rill,I3,,Washington
2321,5690,Laughingwater Trail 22,I3,,Washington
2323.3,5660,Trail 380 to Two Lakes,I3,,Washington
2325.9,5320,American Ridge Trail 958,I4,,Washington
2327.3,5340,Anderson Lake,I4,,Washington
2329.1,5112,Dewey Lake,I4,,Washington
2329.6,5130,Dewey Lake Trail 968,I4,,Washington
2332.3,5432,Highway 410 at Chinook Pass,I5,,Washington
2334.5,5750,Sheep Lake,I5,,Washington
2335.7,6440,Sourdough Gap,I6,,Washington
2337.8,5882,Meet Silver Creek Trail 1192,I6,,Washington
2338.9,6040,Obscure trail signed FOG CITY and GOLD HILL,I6,,Washington
2339.2,6200,Meet two trails to Cold Hill and to Union Creek Trail 956,I6,,Washington
2339.6,6390,Blue Bell Pass,I6,,Washington
2340.5,6150,Bullion Basin Trail 1156,I6,,Washington
2342,6530,Scout Pass,I6,,Washington
2342.6,6390,Junction to Basin Lake excellent camping,I6,,Washington
2343,6290,Big Crow Basin Spring near Norse Peak Trail reliable spring,I6,,Washington
2343.8,6150,Barnard Saddle,I7,,Washington
2344.1,6150,Hayden Pass,I7,,Washington
2344.5,5930,Sign LITTLE CROW BASIN,I7,,Washington
2345.9,5720,Martinson Gap,I7,,Washington
2348,5930,Arch Bock Way 1187,I8,,Washington
2348.5,5700,Unsigned spoor to Morgan Springs,I9,,Washington
2348.8,5780,Cougar Valley Trail,I9,,Washington
2349.3,5920,Junction to summit,I9,,Washington
2350.1,5760,Spur trail to Arch Rock shelter,I9,,Washington
2351.6,5220,Louisiana Saddle,I9,,Washington
2352.7,4820,Rods Gap,I9,,Washington
2354.3,4850,Maggie way Trail 1186,I9,,Washington
2355.1,4750,camp ulrich at government meadow,I10,,Washington
2355.3,4780,cross historic road,I10,,Washington
2356.4,4840,Road bends southwest,I10,,Washington
2356.8,5000,Pyramid Peak trail junction,I10,,Washington
2357.8,5200,windy Gap,I10,,Washington
2360.2,5020,Cross a road to g Spring,I10,,Washington
2361.2,4640,Descend to another road,I11,,Washington
2362.6,4900,Road-laced crest saddle,I11,,Washington
2363.9,4920,cross Road 784,I11,,Washington
2364.9,5340,west Fork Bear creek Trail,I11,,Washington
2365.9,5480,Granite creek Trail 1326 on Blowout Mountain,I11,,Washington
2367,5260,Blowout Mountain Trail1318,I11,,Washington
2369.8,4400,cross two roads to major saddle,I12,,Washington
2372.5,3460,Tacoma Pass,I12,,Washington
2373.9,3720,Sheets Pass,I12,,Washington
2374.3,3860,Seasonal creek,I12,,Washington
2378.1,4200,Broad saddle littered with blowdowns,I12,,Washington
2380.4,4290,Low point of the pass,I13,,Washington
2382.2,3950,cross weather station access road,I13,,Washington
2383.2,3680,Stampede Pass Road 54junction to Lizard Lake,I13,,Washington
2385.3,3840,Trail follows to a hairpin on a road,I14,,Washington
2385.6,3680,Dandy Pass,I14,,Washington
2387.5,3600,come to a creek,I14,,Washington
2388.3,3480,Stirrup Creek,I14,,Washington
2390.4,3660,Headwaters of Meadow Creek,I14,,Washington
2391.8,3575,West shore of Twilight Lake,I14,,Washington
2392.7,4195,Mirror Lake,I15,,Washington
2393.1,4220,Mirror Lake Trail 1302,I15,,Washington
2393.6,4500,Drop north from sign COLD CREEK TRAIL,I15,,Washington
2396.1,3900,Descend to a perennial creek,I15,,Washington
2396.9,3620,Olallie Creek,I15,,Washington
2397.6,3350,Powerline access road,I15,,Washington
2399.6,3180,Lodge Lake,I15,,Washington
2400.4,3480,Beaver- Lake,I15,,Washington
2401.4,3030,Trailhead parking area South of 1-90,I15,,Washington
2401.7,3000,Highway 906,I15,,Washington
2401.8,3000,1-90 at Snoqualmie Pass,I15,,Washington
2402,3080,Northbound Trailhead parking lot north of 1-90,J1,,Washington
2404.5,3820,Red Mountain trail 1033,J1,,Washington
2407.7,5440,Cross east side of the crest,J1,,Washington
2408.8,5270,Crest saddle between Ridge and Gravel lakes,J1,,Washington
2411,5030,Forested saddle between Joe and Edds lakes,J1,,Washington
2412.5,5560,Huckleberry Saddle,J2,,Washington
2413.1,5930,Needle Sight Gap,J2,,Washington
2415.6,5780,Chikamin Pass,J2,,Washington
2417,4960,Spur to more campsites near Park Lakes,J2,,Washington
2417.8,5350,Spur of Three Queens,J2,,Washington
2419.4,4440,Spectacle Lake trail 1306,J2,,Washington
2420.6,3920,Delate Creek has a campsite,J2,,Washington
2420.9,3800,Small campsite,J2,,Washington
2422.7,3210,Pete Lake Trail 1323,J2,,Washington
2423.5,3200,Lamah Creek,J2,,Washington
2424.2,3210,Lemah Meadow Trail 1323B,J2,,Washington
2424.3,3240,A couple of campsites,J2,,Washington
2425,3370,Switchback out of Lemah Creek,J2,,Washington
2430.3,5520,Secluded cirque with a chilly tarn,J3,,Washington
2431.6,5300,Cross the inlet,J4,,Washington
2433.3,5180,Waptus Burn Trail 1329C,J3,,Washington
2438.1,3020,Waptus River,J4,,Washington
2438.9,3070,Waptus River Trail 13 10,J4,,Washington
2440.4,3400,Second stream with campsite near Spade Lake Trail 1337,J4,,Washington
2441.5,3440,Spinola Creek Trail,J5,,Washington
2445.3,4440,Lake Vicente Trail,J6,,Washington
2445.8,4400,Deep Lakes campsite access trail,J6,,Washington
2448.8,5560,Trail 1375,J6,,Washington
2449,5610,Cathedral Pass,J6,,Washington
2449.1,5460,Few small tarns,J6,,Washington
2451.1,4600,Junction of two streams,J6,,Washington
2452.5,3770,Cross second creek carefully drains Mt. Daniels NE slopes,J6,,Washington
2453.5,4180,cross headwaters of Cle Elum drainage where trail turns East,J6,,Washington
2454.3,4470,Deception Pass,J6,,Washington
2456.2,4400,cross a stream near a campsite,J6,,Washington
2457.7,5040,cross outlet of Deception Lakes,J7,,Washington
2459.7,5920,Pieper pass,J7,,Washington
2461.7,5000,Glacier lake campsite,J7,,Washington
2462.5,4840,Surprise Lake Trail 1060,J7,,Washington
2463.5,5080,Trap Pass Trail 1 060A,J7,,Washington
2464.4,5800,Trap Pass,J7,,Washington
2465.2,5350,Access ti-all to Trap Lake,J8,,Washington
2466.4,4970,Campsite beside seasonal creek,J8,,Washington
2467.1,5210,Climb to a notch,J8,,Washington
2468.2,4400,Hope Lake,J8,,Washington
2468.9,4670,North end of Mig Lake,J8,,Washington
2470.7,5190,Unnamed crest saddle,J8,,Washington
2471.5,4980,Josephine Lakes cirque,J8,,Washington
2472,4600,North shore of Lake Susan Jane,J8,,Washington
2474.2,5160,Saddle near the top of a chairlift,J8,,Washington
2476.3,4060,Highway 2 at Stevens Pass parking grea,J8,,Washington
2478.8,3850,3-yard wide tributary of Nason Creek,K1,,Washington
2479.8,4220,Meadow where Nason Creek flows,K1,,Washington
2481.5,5030,Switchback Lip to a saddle,K1,,Washington
2481.8,4900,Spur trail to Lake Valhalla,K1,,Washington
2483.6,4700,Smithbrook Ti-all 1590,K1,,Washington
2485.4,4200,Delightful cascade,K2,,Washington
2485.8,4150,Lake Janus,K2,,Washington
2487.4,5180,Reach a crest,K2,,Washington
2488.2,5070,Meadow with taint trail to Glasses Lake,K3,,Washington
2490.3,5580,West shoulder of Grizzly Peak,K3,,Washington
2491.7,5120,Cross the crest above Grizzly Lake,K3,,Washington
2491.9,5030,Shadeless campsite,K3,,Washington
2492.9,4230,Wenatchee Pass,K3,,Washington
2493.5,4570,Junction with Top Lake Trail 1506,K4,,Washington
2494.2,4880,Trail 1057 to Pear Lake cirque s,K4,,Washington
2495.8,5350,Up to the crest,K4,,Washington
2498.2,4800,Fairly reliable creeks,K4,,Washington
2498.9,5060,Saddle Gap,K4,,Washington
2499.2,4930,Junction with West Cady Ridge Trail 1054,K4,,Washington
2500.2,4200,Pass Creek Trail 1053next to 10-toot wide Pass Creek,K4,,Washington
2500.6,4310,Cady Pass,K4,,Washington
2502.5,5470,Switchback to a crest,K4,,Washington
2504.2,5479,Lake Sally Ann,K5,,Washington
2504.6,5380,Junction with Cady Ridge Trail 1532,K5,,Washington
2505.3,5710,Wards Pass,K5,,Washington
2505.9,5600,Bald Eagle Trail 650,K5,,Washington
2506.4,5450,Ridgecrest campsite,K5,,Washington
2506.7,5440,Junction with Little Wenatchee River Trail 1525,K5,,Washington
2506.9,5500,Spur trail to Ti-all 1525,K5,,Washington
2507.6,5660,Kodak Peaks east ridge,K5,,Washington
2508.9,5020,Indian Pass,K5,,Washington
2508.9,5020,Indian Pass to Miners Creek Detour (see detour section),K5,,Washington
2509.9,5320,Murky Kid Pond,K6,,Washington
2510.6,5378,Lower White Pass,K6,,Washington
2510.9,5560,Semi-clear Reflection Pond,K6,,Washington
2512.8,5904,Junction at White Pass,K7,,Washington
2513.4,5950,North Fork Sauk Trail 649,K7,,Washington
2514.7,6500,Red Pass,K7,,Washington
2516.1,5700,Descend to a lone 3-foot-high cairn,K7,,Washington
2516.4,5500,Campsite at a saddle,K7,,Washington
2517.9,4700,Last crossing of a swelling creek,K7,,Washington
2518.9,4000,Cross White Chuck River,K7,,Washington
2519.9,3990,Baekos Creek,K7,,Washington
2521.2,3730,Chetwok creek,K7,,Washington
2522,3852,Sitkum Creek excellent campsite with pit toilet,K8,,Washington
2523.2,4050,Kennedy Creek,K8,,Washington
2523.6,4300,Junction with Kennedy Ridge Trail 643A,K8,,Washington
2525.5,5640,Glacier Creek excellent campsite w,K8,,Washington
2526.2,6050,Junction with Glacier Ridge Trail 658,K8,,Washington
2526.7,5900,Cross Pumice Creek,K8,,Washington
2528.3,5770,Contour over to a ridge,K8,,Washington
2529.1,5370,Cross Fire Creek,K8,,Washington
2530.8,6350,Fire Creek Pass,K8,,Washington
2531.9,5430,Outlet of Mica Lake,K8,,Washington
2532.4,5110,Open campsite by a Small bench next to Mica Creek,K8,,Washington
2533.5,4400,Good campsite,K8,,Washington
2534.8,3800,Milk Creek Trail 790,K8,,Washington
2537.3,5750,Reach a ridgecrest campsite,K9,,Washington
2538.8,5860,small knoll,K9,,Washington
2539.4,6010,Another ridge,K9,,Washington
2540.1,5830,Dolly Vista campsite,K9,,Washington
2540.6,5380,Saddle on Vista Ridge,K9,,Washington
2543.2,3650,Signed campsite beside Vista Creek,K10,,Washington
2545.3,2877,Vista Creek,K10,,Washington
2546.1,2910,Cross Gamma creek,K10,,Washington
2546.8,3028,Junction with Suiattle River Trail 798,K10,,Washington
2547.6,2860,Suiattle River access trail I,K10,,Washington
2552,4580,Buck Creek Pass trail,K11,,Washington
2552.5,4490,Miners Creek,K11,,Washington
2554,5280,Junction with old PCT route,K11,,Washington
2554.7,5790,Spur trail to two-tent site,K11,,Washington
2555,5990,Reach Suiattle Pass with abandoned trail that goes east,K11,,Washington
2555.3,5730,Down to a creeklet,K11,,Washington
2555.5,5550,Junction with Railroad Creek Trail,K11,,Washington
2556.8,4980,First downhill to a canyon,K11,,Washington
2558.2,5450,Spur trail to 3 One-tent site,K11,,Washington
2559.8,4810,Spur trail to a two-tent site,K11,,Washington
2560,4680,Spur trail to some tent sites,K11,,Washington
2562,3560,Hemlock Camp,K12,,Washington
2564.7,2900,Spruce Creek Camp,K12,,Washington
2566,2780,Swamp Creek Camp,K12,,Washington
2567.6,2570,South Fork Agnes Creek,K12,,Washington
2569,2160,Junction with West Fork Agnes Cr eek Tr all 1272Five Mile Camp,K12,,Washington
2570.2,2070,Seasonal Trapper Creek,K13,,Washington
2573.8,1550,Agnes Creek,K14,,Washington
2574,1650,Stehekin River Road,K14,,Washington
2574.1,1600,High Bridge Ranger Station,K14,,Washington
2574.5,1860,Junction to Cascade Corral,K14,,Washington
2575.2,2180,Coon Lake,K14,,Washington
2576,1940,Junction with Old Wagon Trail,K14,,Washington
2576.6,2195,McGregor Creek,K14,,Washington
2577,2260,Buzzard Creek,K14,,Washington
2577.7,2160,Canim Creek,K14,,Washington
2579,2105,Bridge Creek Ranger Station,K14,,Washington
2579.3,2180,PCT Bridge Creek trailhead on Stehekin River road,K14,,Washington
2581,2720,Cross Berry Creek,K14,,Washington
2582,2540,Bridge Creek,K14,,Washington
2582.3,2810,Junction with North Fork Bridge Creek Trail 1233,K14,,Washington
2583.8,3070,Maple Creek,K14,,Washington
2585.5,3130,Spur trail to Six Mile Camp,K14,,Washington
2586.2,3240,Rainbow Lake Trail,K15,,Washington
2587.7,3510,Spur trail to the loveliest Bridge Creek campsite: hide-Away Camp,K15,,Washington
2588.6,3635,Junction with Twisp Pass Trail 1277,K15,,Washington
